Employee_ID,Attrition_rate
EID_22713,0.17462158203125
EID_9658,0.15582275390625
EID_22203,0.15814208984375
EID_7652,0.202392578125
EID_6516,0.17938232421875
EID_20283,0.14776611328125
EID_21014,0.18133544921875
EID_7693,0.16607666015625
EID_13232,0.16693115234375
EID_6515,0.1981201171875
EID_13639,0.15960693359375
EID_14669,0.17169189453125
EID_16537,0.165771484375
EID_5782,0.147216796875
EID_20157,0.17572021484375
EID_1855,0.14520263671875
EID_20748,0.16864013671875
EID_23179,0.160400390625
EID_12838,0.159912109375
EID_21656,0.15264892578125
EID_8844,0.154296875
EID_1536,0.16131591796875
EID_8822,0.17193603515625
EID_11398,0.16961669921875
EID_12965,0.17840576171875
EID_5204,0.1705322265625
EID_10030,0.1787109375
EID_13227,0.15777587890625
EID_20607,0.1798095703125
EID_14070,0.16595458984375
EID_3755,0.156494140625
EID_5459,0.1923828125
EID_7697,0.16534423828125
EID_3935,0.14129638671875
EID_19046,0.1680908203125
EID_4040,0.14703369140625
EID_17730,0.1619873046875
EID_4995,0.16156005859375
EID_24653,0.15313720703125
EID_6978,0.139404296875
EID_13775,0.1689453125
EID_14608,0.1614990234375
EID_3148,0.16851806640625
EID_24868,0.184814453125
EID_5521,0.14739990234375
EID_21155,0.17193603515625
EID_3840,0.15924072265625
EID_10646,0.15924072265625
EID_6711,0.17633056640625
EID_16247,0.15106201171875
EID_16789,0.18048095703125
EID_17967,0.16064453125
EID_13270,0.16546630859375
EID_18462,0.15411376953125
EID_22248,0.177734375
EID_22693,0.17828369140625
EID_25662,0.1727294921875
EID_23346,0.16046142578125
EID_4437,0.16204833984375
EID_18108,0.15478515625
EID_7000,0.159423828125
EID_22770,0.178955078125
EID_7816,0.15753173828125
EID_19615,0.1676025390625
EID_23807,0.1866455078125
EID_16764,0.1688232421875
EID_16818,0.1676025390625
EID_22712,0.15191650390625
EID_18198,0.1927490234375
EID_11154,0.18084716796875
EID_22137,0.1798095703125
EID_11655,0.1629638671875
EID_18514,0.17230224609375
EID_24742,0.15826416015625
EID_16019,0.15911865234375
EID_7357,0.1650390625
EID_20106,0.15838623046875
EID_13284,0.18463134765625
EID_5451,0.139892578125
EID_19728,0.15936279296875
EID_9178,0.16326904296875
EID_13177,0.1514892578125
EID_14300,0.1627197265625
EID_4379,0.16156005859375
EID_11285,0.1649169921875
EID_14882,0.1746826171875
EID_9969,0.164794921875
EID_23643,0.14324951171875
EID_5935,0.15570068359375
EID_7741,0.15679931640625
EID_6176,0.168212890625
EID_5418,0.16644287109375
EID_20626,0.18243408203125
EID_1725,0.179931640625
EID_14317,0.17791748046875
EID_12120,0.1707763671875
EID_20264,0.152099609375
EID_16691,0.15350341796875
