Employee_ID,Attrition_rate
EID_22713,0.17988797717575047
EID_9658,0.15860819111848876
EID_22203,0.16280152103197257
EID_7652,0.1974786147560182
EID_6516,0.17845522652007478
EID_20283,0.14453154019469566
EID_21014,0.17739151230009342
EID_7693,0.17171831994967787
EID_13232,0.17128498921567148
EID_6515,0.20263808685560475
EID_13639,0.1637208956621324
EID_14669,0.16681396671728227
EID_16537,0.16663690515870908
EID_5782,0.14512730714429228
EID_20157,0.17216487698883617
EID_1855,0.14821871012840404
EID_20748,0.17167910123593327
EID_23179,0.16204493829962396
EID_12838,0.15306310650537625
EID_21656,0.14848234359059947
EID_8844,0.15499624186564212
EID_1536,0.16682711716653836
EID_8822,0.1685021751314069
EID_11398,0.17148054989798858
EID_12965,0.17440150431047113
EID_5204,0.16767679758459095
EID_10030,0.1770364620724736
EID_13227,0.1539785747633435
EID_20607,0.17753798821384525
EID_14070,0.16125891117342886
EID_3755,0.15862079861249548
EID_5459,0.18806157728223752
EID_7697,0.1636839621229738
EID_3935,0.14575942039956372
EID_19046,0.16539914576964557
EID_4040,0.14905220981632558
EID_17730,0.1593323245674403
EID_4995,0.16347199702680126
EID_24653,0.15357074566265774
EID_6978,0.1411008070290485
EID_13775,0.16581996040142974
EID_14608,0.15719008895055958
EID_3148,0.17401018758098835
EID_24868,0.18714810176872004
EID_5521,0.149547606519668
EID_21155,0.17226199681387636
EID_3840,0.15687042017580308
EID_10646,0.15661829910134853
EID_6711,0.17313676746046344
EID_16247,0.15515275265930323
EID_16789,0.17794679547796555
EID_17967,0.16131642820169176
EID_13270,0.16340848051357035
EID_18462,0.15046250994311963
EID_22248,0.17231183944032785
EID_22693,0.17419445966136674
EID_25662,0.17074571908911979
EID_23346,0.16292117436439718
EID_4437,0.1620194073089461
EID_18108,0.15104721746306773
EID_7000,0.16415464946217734
EID_22770,0.181165782728339
EID_7816,0.15461774691484587
EID_19615,0.16463124735628748
EID_23807,0.1866657123031366
EID_16764,0.16862392668377002
EID_16818,0.17003552451681012
EID_22712,0.1544721454626075
EID_18198,0.193540656322588
EID_11154,0.18346671936906236
EID_22137,0.17284635447493663
EID_11655,0.16090406357952913
EID_18514,0.17567968034662604
EID_24742,0.16195794132606478
EID_16019,0.16283115632175088
EID_7357,0.16196917293884042
EID_20106,0.15485721677671402
EID_13284,0.1809583407531163
EID_5451,0.1459522256987333
EID_19728,0.15970887582794097
EID_9178,0.16575015642430257
EID_13177,0.15178805281311486
EID_14300,0.16442906456565437
EID_4379,0.15877662708254406
EID_11285,0.1650047362732159
EID_14882,0.1758011491530488
EID_9969,0.1689825878702759
EID_23643,0.1444506151288354
EID_5935,0.1622165455454957
EID_7741,0.1613988718956545
EID_6176,0.16705707284886245
EID_5418,0.17126592692407724
EID_20626,0.18700989173185967
EID_1725,0.17682418420268234
EID_14317,0.1791205626418235
EID_12120,0.16544363472369444
EID_20264,0.14964322084509346
EID_16691,0.14963137401877152
EID_1093,0.1466685738562221
EID_2565,0.15061212597227489
EID_11463,0.1645554542183713
EID_12005,0.1519291182244004
EID_10326,0.15927033735900645
EID_12582,0.17366290124012673
EID_18228,0.15320434274497274
EID_11670,0.17803861836387927
EID_24257,0.15203600947300644
EID_7024,0.15515714300257027
EID_10382,0.1745056533710868
EID_20210,0.16714056368840888
EID_10294,0.15291675205080588
EID_19941,0.1739441848732498
EID_25572,0.16531548409378127
EID_7758,0.1614777183483994
EID_22718,0.15565176380898374
EID_1078,0.15426440318154808
EID_8227,0.16225928942190176
EID_1702,0.15579838852266556
EID_3532,0.15122951732389864
EID_22452,0.16016965880108897
EID_3019,0.15258450082447572
EID_22264,0.17261721154520165
EID_9866,0.15626036347961555
EID_3520,0.14705562083111454
EID_21098,0.1623273100802563
EID_1186,0.15215238182616603
EID_12355,0.15152899996753388
EID_11020,0.16566269189659066
EID_19193,0.1455574613791469
EID_17787,0.1595131129610158
EID_13719,0.1724147803046198
EID_24449,0.16888591640635203
EID_12957,0.15200066102384718
EID_24794,0.1636593082070512
EID_2866,0.1819901869941285
EID_10563,0.16848463170657926
EID_22492,0.16572368116439587
EID_4106,0.1786899249958738
EID_6648,0.17664922384485723
EID_7209,0.16113385212814005
EID_9692,0.15699053336676902
EID_22763,0.16128862969680163
EID_12622,0.15908670195841215
EID_9831,0.15883532800553304
EID_5731,0.13798307039039398
EID_1114,0.14786405516959927
EID_25017,0.17802286667829634
EID_22956,0.15807855142558522
EID_5549,0.15145060385373738
EID_12022,0.1647076239839614
EID_8034,0.14727024981329448
EID_20644,0.1475321045209047
EID_20125,0.1568609755915705
EID_21957,0.15771841546382645
EID_8870,0.1470817784979906
EID_2305,0.17032236135472018
EID_3977,0.14699087809012545
EID_14845,0.15400488735812118
EID_6629,0.15147738408167133
EID_14577,0.15343823286726088
EID_24509,0.15721776101207796
EID_1530,0.15494356909389956
EID_21524,0.19526237168948105
EID_6647,0.14913210659572354
EID_19730,0.16962022066573737
EID_4424,0.14976047102455783
EID_7964,0.14659788616338065
EID_6289,0.1816194924073585
EID_2899,0.15839158145521717
EID_2827,0.15199827054591358
