Employee_ID,Attrition_rate
EID_22713,0.16047395700820563
EID_9658,0.09467393725392524
EID_22203,0.2977785237848646
EID_7652,0.10045192376887623
EID_6516,0.17468581506170092
EID_20283,0.13380206641390677
EID_21014,0.11003015011809128
EID_7693,0.14299824289845367
EID_13232,0.1428727789043462
EID_6515,0.16727517099757988
EID_13639,0.18252355396592923
EID_14669,0.10986580700961437
EID_16537,0.20866200577362118
EID_5782,0.18074761632549494
EID_20157,0.11302103852528259
EID_1855,0.13717932400740235
EID_20748,0.10044241616189747
EID_23179,0.04497806445986354
EID_12838,0.1529953273261178
EID_21656,0.12901594163144514
EID_8844,0.07400236402028113
EID_1536,0.14015057563159522
EID_8822,0.23089078192880155
EID_11398,0.11626204736579283
EID_12965,0.17165212051731465
EID_5204,0.04782232850411588
EID_10030,0.17209828244159933
EID_13227,0.07772796162355686
EID_20607,0.16730190221137398
EID_14070,0.12374819486815308
EID_3755,0.11564855287565992
EID_5459,0.28933818534814254
EID_7697,0.1387471434474587
EID_3935,0.18336634358036863
EID_19046,0.21548238097698122
EID_4040,0.09288543407744371
EID_17730,0.14946223740779313
EID_4995,0.08900158421410077
EID_24653,0.320638456379278
EID_6978,0.16287963407697822
EID_13775,0.19324280141079445
EID_14608,0.127724242049671
EID_3148,0.05851116118055966
EID_24868,0.1867910012555343
EID_5521,0.08250014557327456
EID_21155,0.1043569034165544
EID_3840,0.1538519942714107
EID_10646,0.31403160766728544
EID_6711,0.11243209999781084
EID_16247,0.17457443320994326
EID_16789,0.16591617621488478
EID_17967,0.11679387842259008
EID_13270,0.1737303283751524
EID_18462,0.22204716241726158
EID_22248,0.17987307740339797
EID_22693,0.1365955766785122
EID_25662,0.1236293955080877
EID_23346,0.3114315966547695
EID_4437,0.23702333542296947
EID_18108,0.16259253514300565
EID_7000,0.10815838901797518
EID_22770,0.11251714382056957
EID_7816,0.17512287987449046
EID_19615,0.2973893466326786
EID_23807,0.13006180410737544
EID_16764,0.09011788322700132
EID_16818,0.04486848557017586
EID_22712,0.2655405671179579
EID_18198,0.21425107340137017
EID_11154,0.12468787571181945
EID_22137,0.07208939069388855
EID_11655,0.09757386569113466
EID_18514,0.10546277288488425
EID_24742,0.08951877494057746
EID_16019,0.12352163281575287
EID_7357,0.08347488869254543
EID_20106,0.22699992605755398
EID_13284,0.1751353299066657
