Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3336.660096
ACCEGCATKHNRXUHW,2893.061248
NKCE6GJ5XVJDXNNZ,11618.790225
NKCEB8BK3ZXDHDHM,11175.294592
TOPEFDXSAHRNPF94,6384.29925
ACCE558KZHEPZYMG,7492.92075
ACCEAZCVAMFHDPY7,4917.5577
NKCDYNY37JPBGBVM,1803.384
NKCEY8KWY33FCUYD,7140.6819
RNGE4YPTQYRECV9J,3877.472025
NKCE88AHBHJZREXH,3745.408128
CLTEJ5ZZGBP4JGGE,6747.705162
WATE3NWH5FZWAMDA,9475.942311
CAGE53FSFZVFPFHQ,2053.454634
PCSEAKVBFFPGCHNZ,3664.785075
WATDFFH3KJYBTYGG,8331.86673
NKCDWHFQSCHHYZMP,3111.6015
RNGEB2PG3Q5RKDW6,2527.7049
NKCE5UY9HHPZGGUZ,4401.78816
KTAEHETW3ZCMFMJR,4419.5976
BRAEBBYRVF9MHJHU,8230.4922
NKCEAX7HAQ2RJA3Q,9247.283584
CRTECN2RQZWBSP9W,6285.476736
WATDEWZ9UHSEHGZG,7658.535808
PTPEYW8HNV6G9YYR,2932.140288
ACCEAMGZRRYVAHDC,4390.211664
SRTEHHXG8MUXTGPA,5347.5741
SKIE4S4NN4MHYM3Z,3688.3143
HMBE7G34YHWPWKYN,7265.5308
LLIEGTMFJBD7ZZZM,11845.9341
ACCEJGH6JVTM4CBH,762.123492
ACCDQDYBXJ9HZF37,9247.224
RNGE88FRGZCXNKUG,479.0795925
NKCE7M3QNNPZDXHQ,10915.146
VLBEGFFDP9H6WG2T,3523.056768
TOPEAFG4YEQSH5TT,3609.281808
WATEYAP3K2QQQWDH,3582.670875
PCSEBDFUFJWGARNX,10162.958925
SWTEGXQFZY95SKG7,5111.7363
BRAEGJFXSM9ZQ6SK,7692.499584
CAGE6FYKP34GA4GF,6224.823
HMBEJCMH78VJF3M8,5488.136192
HIFEB7J3GSTVN5XJ,10255.464351
PBXE6ZHNGZREWWHR,3998.934016
PCSEAKVBNXFGZBKB,5571.784064
BRAEBBMQQNZ9RZWR,5614.654752
ACCEGKFCXHZZH44S,1090.62111375
SHODXQRRGKZ74U9M,3540.633984
DREE2Y6DVEKVVQQS,4313.2176
PBXE8ZHHG5Y525BT,7453.5813
CTTEH9FXZHGFKUA3,8628.764025
ACCDXFZXGQTBTM6N,3469.543011
NKCE9PFF3TT4KSQJ,7792.45704
BRAE6NZAZK77HXZK,1470.111104
NKCE4TV42BHDP63U,3225.157452
AIREDGGD9RJPZGYW,5878.9059
PCSEDAPMHR2HNHWP,6051.101056
PACE95FMAFXHZB5C,5323.6974
WATDG4KP445AV5XC,11904.70365
ACCE9EYRRNZYZUBG,2968.2576
ACCE8XZMAHNC8JVS,679.8750525
SHOED5DCSTQKZCGF,3913.118649
NKCE64Z4NGBHNAY7,4439.144325
PBXE8WQTZ5GA2YYQ,924.572775
MUGEGZUMGYAPVSZH,4524.3693
PBXE4RB3Y3GXWPFV,622.81555875
PCSE2ZFDJJGFNHC7,1013.6166282
CRTECN2QT5HKHZ8F,5755.844358
MUGEACY8Q7ZYSTN8,1798.810101
ACCEGG9VGRMQGHRD,5970.193152
PCSE76X48PVSDDVK,972.7938
PBXE6677X2D6UFZZ,5192.980848
WCKEGGGD2TXHHTJC,2819.144475
NKCE7MMGF4PPGNA6,3579.245824
CRTECN2QYTPHK5YQ,4965.7806
OIDEJFCWMMR6JQBE,6037.44855
WATE5HFY4MJX6CHD,4839.281475
DREE4FC4TAR8M5GN,1372.6494576
HACEGPF9DZVUZBFY,5239.1493
PBXE4Q7YF5KUYJYW,13856.209056
SHIED9YEH65NSA8N,8356.675712
WATDHMQJ68MVBRFV,11988.962475
HMBEGWTFEV4TF2RH,1812.0069
SHIE2FH7YTVDHFGT,3648.54888
CRTECN2QYRY2KWZF,3493.616896
TSHEDJXPN4HNT2UP,4580.681886
SHOECZH5WGBZHZES,1975.398656
NKCEDCT9MSAYG6H5,4717.038249
SOCEGGVYBTZPKXVP,3617.707536
PBXECARAQBCDSAZW,5057.36
CAGDU85YDHP9ZJH7,2129.304672
TCVEHSMFEGNCAGYN,5357.073888
RNGEDAPFZ2GKRUER,762.448005
CAGDY9Q7HSNDHGFC,3133.16745
NKCECKHYZVHBQU9F,2959.9812
NKCDQSVCRH8W73GF,6619.7637
WATD9H76RKGUUZHY,11281.515525
NKCE5HYVDQVATMKF,1816.469712
RNGE9GWMKVHGEYZG,4227.414975
SHOEAGUMMWFABHUT,2016.928287
SWDEGZMPYQGNEBHG,5609.8602
TOPEFDXSHZPHCUAU,8990.708832
CAGDU85Y85GDJGUD,1695.969
CAGE4BQXK3FSTRRS,3020.2524
CAGDZVGTV3SMMMBY,5909.3793
BEOEGXRVQPCKJHYC,2401.551075
NKCE9YFBBYBM88DR,3657.614202
DREECZGZVWGQM23M,2369.83536
PBXECYF3YHWYG4UN,440.614404
WATEBG8FGBPUPKCV,4421.828775
SHIEEJG9RRDUH9XG,4275.6021
CRTECN2QXAPEWXSF,2282.964992
BRAEE6YMSYPNCUX3,2039.119425
WATE9MVXJXHZHEJU,3327.729825
RNGDREYRQQGZAPQM,5029.6851
CTPEGGFSNDQFAAVE,3173.9301
NKCEF2RFAPHSHZZZ,3792.084336
TOPDYAZZG5NU7ZBZ,6087.5595
PBXE7QPWMSS5XGPZ,347.354865
PCSECV3FHFAQ9T36,12808.5111
CRNEJB4NBT9BTM84,5727.249
TSHEHU5RFJCTJKBV,6398.613375
DREECZJC3XBKGDZT,5347.5741
SUDEGGATGYXA9YBC,9680.829312
BRAE8WYHTVZMFFHS,4142.811904
SFFEGZBXTYFSYJQA,3922.5582
ACCEABVYXNHCT8UE,5816.5023
BWLE6SJE9PXGV6DD,960.863904
NKCDYQ3RHYREHHYV,4634.024475
NKCECDCRWDMZEH2Z,3025.279488
SRTEH2F6HUZMQ6SJ,7205.669361
BRAE6KWFGZFXKPPB,3327.729825
HACEJQY5FQRZZUGM,10787.451136
CAGEYUXVF2FNARKD,3022.615725
NKCE7M3QTHTCGVVF,3487.26
TOPE8PBFNH9YNHFK,4333.070175
BRAEDQFRZS9QFYTQ,2497.244288
HMBEJCMMQR2JHFVP,2259.97398
ACCDRFVG52PHVRSK,6778.0125
NKCE7MBR4QRBASDQ,3544.31616
NKCDWBPZNZU5K2QZ,1844.382848
BRAE8HMQATXFHFGZ,4091.217552
MUGEAGGKEGCPWWPN,4333.070175
BKPEGXYWWJPETZZA,4342.149504
SGLEGBV6ZNUJNJS9,5381.446896
CAGEYUXVAKNKDUUV,5825.764944
NKCEDH9ANZGDAUWG,4334.5368
NKCE5EHJHS38BUWB,3388.29568
PBXE9YWGRFUQXHQH,12683.4246
SHIE3QDHP5RDGMZY,2809.23725
RNGE9HDVMPVBYPGJ,3441.389952
SCHE4YSTCUUSJWCK,2143.08864
SNDEGGTV9XERMGHH,7186.9476
PBXE92XFUMB7QWY6,6925.338112
CRTECN2QYK2R2PUS,4126.437315
TOPEEEPVYHHF9HGW,3075.872382
MUGE8F5RDEYMH4YH,5357.073888
NKCE52CSJ2GUY64G,1422.4672
SHOE2K68QHZ3DWZF,3789.041058
DREE9YJHZZHWHAU7,2716.9992
NKCEACYSHS4MGKGY,10922.557184
CAGECT64KH6CZVMR,14678.0667
WATD9H76RG5FQT5Y,13679.7549
NKCE5UY97ACC9QAZ,554.8155129
LJGEG6UPBW8GKPRD,4710.754048
PBXEBFGFRM5797BZ,6210.758862
RNGEAY8GRWYMYSAK,4503.702525
SHOEF9G8WTWGAAFB,3327.729825
PBXE5ZJZSAC73ZED,7389.30045
NKCEYYX9HJWJXAA8,3936.02105
CAGDTFSHTF6TRBFZ,4020.893184
PBXE6E6YDZDNVKQH,1321.9866
TROEGNQDQNGN99PJ,5242.7133
CRTECN2QXC68CTUM,7488.840975
CRTECN2QZNXTGGXG,4901.339376
VANE4VND2XHZRCNT,955.79591085
NKCE8SESMHF2VSRM,4117.7268
SHOEBYY4ZDWGQGEW,7908.434688
NKCEB7935AJSADGR,4513.24863
