Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3600.125553816116
ACCEGCATKHNRXUHW,2320.4555383303386
NKCE6GJ5XVJDXNNZ,11131.758011302114
NKCEB8BK3ZXDHDHM,9032.449432080493
TOPEFDXSAHRNPF94,5657.846037373116
ACCE558KZHEPZYMG,8857.418029465005
ACCEAZCVAMFHDPY7,5055.293306636553
NKCDYNY37JPBGBVM,2853.720125425839
NKCEY8KWY33FCUYD,7232.975545651112
RNGE4YPTQYRECV9J,4532.052351941637
NKCE88AHBHJZREXH,4199.186683929867
CLTEJ5ZZGBP4JGGE,7484.52859166551
WATE3NWH5FZWAMDA,7409.178048426938
CAGE53FSFZVFPFHQ,2098.3681676503156
PCSEAKVBFFPGCHNZ,3911.677909816908
WATDFFH3KJYBTYGG,6960.287923646012
NKCDWHFQSCHHYZMP,3051.9675884410476
RNGEB2PG3Q5RKDW6,3634.946859775166
NKCE5UY9HHPZGGUZ,4537.783829942186
KTAEHETW3ZCMFMJR,4298.284323862559
BRAEBBYRVF9MHJHU,7236.160977855832
NKCEAX7HAQ2RJA3Q,9871.321927143788
CRTECN2RQZWBSP9W,5095.60050479848
WATDEWZ9UHSEHGZG,9152.260563078755
PTPEYW8HNV6G9YYR,3157.5352639316616
ACCEAMGZRRYVAHDC,5024.535390696949
SRTEHHXG8MUXTGPA,5939.727702208901
SKIE4S4NN4MHYM3Z,4936.994455501508
HMBE7G34YHWPWKYN,7068.48867299767
LLIEGTMFJBD7ZZZM,12940.159844678465
ACCEJGH6JVTM4CBH,1248.2603533998586
ACCDQDYBXJ9HZF37,9488.778000977505
RNGE88FRGZCXNKUG,183.92408420352876
NKCE7M3QNNPZDXHQ,9765.498328779779
VLBEGFFDP9H6WG2T,3660.3194656621404
TOPEAFG4YEQSH5TT,2871.896048739015
WATEYAP3K2QQQWDH,5344.721536958041
PCSEBDFUFJWGARNX,9929.066703099383
SWTEGXQFZY95SKG7,4878.241325306791
BRAEGJFXSM9ZQ6SK,6231.648058925866
CAGE6FYKP34GA4GF,7126.225797944793
HMBEJCMH78VJF3M8,4537.0167565396805
HIFEB7J3GSTVN5XJ,10061.995604300244
PBXE6ZHNGZREWWHR,4668.079352599426
PCSEAKVBNXFGZBKB,6662.652771597319
BRAEBBMQQNZ9RZWR,5719.2293058288
ACCEGKFCXHZZH44S,580.156507350523
SHODXQRRGKZ74U9M,4476.248346112262
DREE2Y6DVEKVVQQS,4551.199207436508
PBXE8ZHHG5Y525BT,6814.070197282907
CTTEH9FXZHGFKUA3,7812.677118219761
ACCDXFZXGQTBTM6N,3761.1481463836167
NKCE9PFF3TT4KSQJ,7495.449521133753
BRAE6NZAZK77HXZK,1457.8333476380624
NKCE4TV42BHDP63U,3576.3837360291095
AIREDGGD9RJPZGYW,5603.8872401631825
PCSEDAPMHR2HNHWP,7865.309584078845
PACE95FMAFXHZB5C,4566.107678029497
WATDG4KP445AV5XC,12781.179500358227
ACCE9EYRRNZYZUBG,942.8572651885484
ACCE8XZMAHNC8JVS,42.474639506089716
SHOED5DCSTQKZCGF,3911.0556285945986
NKCE64Z4NGBHNAY7,3841.3366831708063
PBXE8WQTZ5GA2YYQ,1424.2557785865504
MUGEGZUMGYAPVSZH,4858.916823760811
PBXE4RB3Y3GXWPFV,228.7518417343399
PCSE2ZFDJJGFNHC7,274.9103226659263
CRTECN2QT5HKHZ8F,4903.053505840873
MUGEACY8Q7ZYSTN8,2066.5701046294694
ACCEGG9VGRMQGHRD,6971.004405325424
PCSE76X48PVSDDVK,1615.3475176289621
PBXE6677X2D6UFZZ,5705.141629532751
WCKEGGGD2TXHHTJC,1781.2480103157372
NKCE7MMGF4PPGNA6,3118.3886040460243
CRTECN2QYTPHK5YQ,5014.071896604932
OIDEJFCWMMR6JQBE,5700.3730186650755
WATE5HFY4MJX6CHD,5390.0844792349435
DREE4FC4TAR8M5GN,4601.110229615499
HACEGPF9DZVUZBFY,7774.221926919918
PBXE4Q7YF5KUYJYW,10978.958307370738
SHIED9YEH65NSA8N,9888.322326188669
WATDHMQJ68MVBRFV,12738.450939754468
HMBEGWTFEV4TF2RH,3457.7429227429548
SHIE2FH7YTVDHFGT,3286.5014341566866
CRTECN2QYRY2KWZF,4389.071656070093
TSHEDJXPN4HNT2UP,6058.412616583609
SHOECZH5WGBZHZES,2920.43505953565
NKCEDCT9MSAYG6H5,5340.18028758933
SOCEGGVYBTZPKXVP,4504.393970938683
PBXECARAQBCDSAZW,3738.545453456695
CAGDU85YDHP9ZJH7,2676.979073923353
TCVEHSMFEGNCAGYN,5075.189360812693
RNGEDAPFZ2GKRUER,1233.048800172911
CAGDY9Q7HSNDHGFC,3735.510433125609
NKCECKHYZVHBQU9F,871.2527452364106
NKCDQSVCRH8W73GF,6491.799742706304
WATD9H76RKGUUZHY,13336.123410732918
NKCE5HYVDQVATMKF,2277.2016178356353
RNGE9GWMKVHGEYZG,4307.234933875772
SHOEAGUMMWFABHUT,3521.369835424055
SWDEGZMPYQGNEBHG,5105.569101184297
TOPEFDXSHZPHCUAU,8785.72452989757
CAGDU85Y85GDJGUD,1620.2640191164246
CAGE4BQXK3FSTRRS,3674.668211856327
CAGDZVGTV3SMMMBY,5224.498335786542
BEOEGXRVQPCKJHYC,3777.748117145956
NKCE9YFBBYBM88DR,3443.6458928715465
DREECZGZVWGQM23M,4340.014973877043
PBXECYF3YHWYG4UN,2030.4275252540178
WATEBG8FGBPUPKCV,4811.59429391437
SHIEEJG9RRDUH9XG,3503.715144566839
CRTECN2QXAPEWXSF,2792.6813350155135
BRAEE6YMSYPNCUX3,1695.0104696729427
WATE9MVXJXHZHEJU,3488.5241615659274
RNGDREYRQQGZAPQM,5598.254636765747
CTPEGGFSNDQFAAVE,3660.4015884560204
NKCEF2RFAPHSHZZZ,4200.752748705776
TOPDYAZZG5NU7ZBZ,6934.951606066596
PBXE7QPWMSS5XGPZ,2417.6627194702346
PCSECV3FHFAQ9T36,11339.166562357075
CRNEJB4NBT9BTM84,5220.587349353229
TSHEHU5RFJCTJKBV,6800.430559011476
DREECZJC3XBKGDZT,5442.1436008401115
SUDEGGATGYXA9YBC,11306.104235614794
