area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Roeekbl,1225,2.0,2.0,71.38380367518435
Plot  Area,Ready To Move,Akshaya Nagar,9 Bedroom,,2400,9.0,2.0,165.658697903394
Plot  Area,18-Apr,Hennur Road,4 Bedroom,Saandtt,1650,5.0,2.0,307.6275937198367
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,Winerri,1322,3.0,1.0,45.29489238922183
Super built-up  Area,Ready To Move,Konanakunte,2 BHK,AmageSa,1161,2.0,1.0,60.47931710853991
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,760,3.0,1.0,84.11038602298551
Built-up  Area,Ready To Move,Vijayanagar,4 Bedroom,,4500,4.0,1.0,314.11399689727887
Built-up  Area,Ready To Move,BEML Layout,2 BHK,G aceer,960,2.0,0.0,42.24064712130004
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1569,3.0,1.0,93.40121280610853
Built-up  Area,Ready To Move,NRI Layout,3 BHK,,2400,4.0,,158.7610732410126
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1445,3.0,2.0,93.84012211562974
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Maensar,1505,3.0,2.0,126.53012737204766
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,235.5810291777692
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Gaodsch,1096,2.0,1.0,42.37366390736976
Built-up  Area,Ready To Move,Kanakapura,3 BHK,,1450,3.0,1.0,75.84442612602413
Plot  Area,Ready To Move,Narayanapura,9 Bedroom,,2884,10.0,2.0,191.0891466956273
Super built-up  Area,Ready To Move,Magadi Road,1 BHK,Vrenty ,604,1.0,1.0,40.19324001373758
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1170,2.0,2.0,63.972686062445874
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,,957,2.0,0.0,39.36504578668868
Plot  Area,Ready To Move,Hebbal Kempapura,3 Bedroom,,2900,4.0,3.0,231.10602088959078
Built-up  Area,18-Dec,Electronic City,2 BHK,,1160,2.0,1.0,33.18979071115505
Built-up  Area,18-Jul,Hosa Road,3 BHK,Mahesr ,1725,3.0,1.0,127.1171698368681
Plot  Area,Ready To Move,Kengeri Satellite Town Stage 1,1 Bedroom,,450,2.0,0.0,42.37375832910105
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,51.56208258646407
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,1824,3.0,2.0,129.6438570703249
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Leino C,2250,3.0,2.0,85.68607283204501
Built-up  Area,Ready To Move,Ayappa Nagar,3 BHK,Kuave E,1698,3.0,1.0,134.71504243034406
Super built-up  Area,18-Jul,Electronic City,3 BHK,,1400,3.0,2.0,82.81496132311972
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1200,2.0,1.0,66.23933813792122
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1902.55,3.0,2.0,84.10687686939026
Carpet  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1150,2.0,1.0,53.536245305414965
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1430,2.0,2.0,82.47244983179317
Plot  Area,Ready To Move,Kammagondahalli,1 Bedroom,,1215,2.0,0.0,52.447544165575074
Built-up  Area,Ready To Move,Jalahalli,4 BHK,Tahtsla,3083,4.0,2.0,228.08269741468274
Built-up  Area,18-Dec,Electronic City,2 BHK,,1025,2.0,1.0,33.43808428724742
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1353,2.0,0.0,112.4130938947518
Plot  Area,Ready To Move,Whitefield,5 Bedroom,,6369,4.0,,358.2755565714066
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Niborik,1085,2.0,1.0,43.58500435789798
Plot  Area,Ready To Move,4th Block Koramangala,2 Bedroom,,1200,2.0,1.0,60.06211980835291
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1289,2.0,2.0,80.03704394924188
Plot  Area,Ready To Move,Horamavu Agara,5 Bedroom,,1200,4.0,1.0,106.87452050271787
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,,2300,3.0,3.0,94.2885216550398
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691 - 2170,3.0,0.0,82.85690711718586
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,NiarkHy,1021,2.0,2.0,54.047133806620266
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Asareur,1750,3.0,3.0,219.01988445138414
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,2.0,79.66439234061602
Super built-up  Area,Ready To Move,KR Puram,2 BHK,,1060,2.0,1.0,45.778861833973735
Super built-up  Area,Ready To Move,"C P Cassia Apartment,",2 BHK,,1029,1.0,2.0,73.65897284924024
Built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,,850,2.0,3.0,45.35614777872534
Built-up  Area,19-Oct,Whitefield,4 Bedroom,,3565,4.0,1.0,312.6271447467887
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2134,4.0,2.0,126.80562480923875
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1703,3.0,3.0,102.61430708087627
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1190,2.0,1.0,64.63706819707652
Plot  Area,17-Dec,Hennur Road,3 Bedroom,,700,3.0,1.0,69.8581707068614
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2.0,2.0,54.29232134716355
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,955,2.0,1.0,37.89340531849369
Plot  Area,Ready To Move,Koramangala,5 Bedroom,,2400,4.0,2.0,285.5283041949006
Plot  Area,19-Dec,Tumkur Road,4 Bedroom,,1200,4.0,2.0,156.86844109028885
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,91.1031658976671
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1250,2.0,2.0,71.8544596234642
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1893,4.0,3.0,96.95944536848104
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1240,2.0,2.0,44.19711506228198
Super built-up  Area,Ready To Move,Anandapura,2 BHK,,1151,2.0,1.0,44.71297129377938
Super built-up  Area,Ready To Move,Horamavu Banaswadi,3 BHK,,1560,3.0,2.0,51.905156282426596
Plot  Area,Ready To Move,Anjanapura,5 Bedroom,,600,3.0,2.0,91.11963297696832
Built-up  Area,Ready To Move,Begur Road,2 BHK,,1050,2.0,2.0,55.73768804985282
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1063,2.0,2.0,64.88541819525182
Super built-up  Area,Ready To Move,Binny Pete,3 BHK,Shestlo,2465,5.0,2.0,227.2143517088811
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,57.993975593373776
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,55.29390521456494
Built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2091,3.0,2.0,106.36165417066245
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1477,2.0,1.0,59.32878377595829
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2145,3.0,2.0,111.42049835283193
Super built-up  Area,18-Feb,Kadugodi,2 BHK,Alestrb,1314,2.0,3.0,85.06983923349419
Super built-up  Area,Ready To Move,Cox Town,4 BHK,DantsAp,1860,4.0,3.0,106.7820975209788
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1095,2.0,2.0,50.461739927257156
Super built-up  Area,18-Aug,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,64.48969728315988
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1400,3.0,2.0,53.022199196012785
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,2400,3.0,2.0,194.9767864504297
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,ColeyNa,1200,3.0,1.0,114.54464012854254
Built-up  Area,Ready To Move,Garudachar Palya,2 BHK,UnlisAc,1050,2.0,1.0,53.05831611032391
Plot  Area,Ready To Move,Naganathapura,2 Bedroom,,1200,2.0,0.0,67.98574516021932
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,53.19743790025046
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1295,2.0,1.0,50.37923215372078
Plot  Area,18-Mar,Gattahalli,3 Bedroom,Miiewa ,2000,2.0,2.0,217.80844469085497
Super built-up  Area,20-Dec,Whitefield,3 BHK,Somns T,1386,3.0,2.0,67.0029873361089
Super built-up  Area,Ready To Move,Vittal Mallya Road,1 BHK,Gantspa,950,1.0,0.0,47.864278929174446
Super built-up  Area,18-Aug,Dasanapura,3 BHK,Tavenew,843,2.0,1.0,42.57546857200016
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,133.49435821997648
Built-up  Area,Ready To Move,Gottigere,2 BHK,,1280,2.0,1.0,57.49082150222254
Super built-up  Area,Ready To Move,Shingapura,2 BHK,,1010,2.0,1.0,45.44236889274061
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,,793,1.0,1.0,38.6910773404506
Built-up  Area,Ready To Move,Brookefield,2 BHK,Bhiya N,1100,2.0,1.0,68.22112610684682
Super built-up  Area,Ready To Move,Brookefield,2 BHK,,1050,2.0,3.0,64.04697111512138
Super built-up  Area,Ready To Move,Sunkadakatte,7 BHK,,40,7.0,1.0,111.58381738345257
Built-up  Area,Ready To Move,Basavanapura,2 BHK,,1220,2.0,2.0,59.97873860188261
Super built-up  Area,17-Jun,Electronic City,1 BHK,Prarkun,630,1.0,1.0,35.29699137793094
Super built-up  Area,18-Dec,Raja rajeswarinagar 5th Stage,3 BHK,,1444,3.0,2.0,65.08766547806664
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,1710,3.0,2.0,120.77367219484296
Plot  Area,Ready To Move,Seegehalli,4 Bedroom,,800,3.0,1.0,82.36601087406085
Super built-up  Area,18-Dec,Hosur Road,3 BHK,PuendWe,1745,3.0,1.0,97.3242174976168
Built-up  Area,Ready To Move,Kammasandra,2 BHK,Prarkhi,870,2.0,0.0,38.88526412250862
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,3.0,51.24918798800859
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1393,3.0,2.0,67.84280456121456
Super built-up  Area,Ready To Move,RMV Extension,2 BHK,S alsPe,1000,2.0,2.0,50.074996086270396
